804|RANDALL||MENDEZ||Mr|1904-11-02 00:00:00.000|25|839123|316721|2008-11-28 00:00:00.000|1996-01-12 00:00:00.000|bEbNnHpThDni|1992-12-18 00:00:00.000|N|N|Y|N|231|2008-08-19 00:00:00.000|382|2009-08-23 00:00:00.000
805|RAY||MENDOZA||Mr|1996-08-01 00:00:00.000|50|495684|378326|1999-07-25 00:00:00.000|2007-11-09 00:00:00.000|MmnruNeL|2000-07-24 00:00:00.000|N|N|Y|Y|717|2010-02-10 00:00:00.000|18|2007-11-01 00:00:00.000
806|RACHEL||PERRY||Miss|1932-02-02 00:00:00.000|31|686082|201800|2003-06-15 00:00:00.000|1997-06-23 00:00:00.000|DxOSIIhYFI|1994-06-29 00:00:00.000|Y|Y|Y|Y|141|2008-02-27 00:00:00.000|393|2011-01-15 00:00:00.000
807|SAMANTHA||DELGADO||Ms|1969-05-28 00:00:00.000|11|162536|208288|2000-11-07 00:00:00.000|1990-08-04 00:00:00.000|RPaahtqSvsa|2006-11-20 00:00:00.000|N|Y|N|Y|786|2010-03-15 00:00:00.000|356|2010-02-21 00:00:00.000
808|SANDRA||MENDEZ||Mrs|1988-10-09 00:00:00.000|40|357920|793871|1999-09-23 00:00:00.000|1991-03-16 00:00:00.000|Idmp|1994-03-13 00:00:00.000|Y|N|N|Y|504|2009-02-23 00:00:00.000|267|2007-03-09 00:00:00.000
809|SARAH||MENDOZA||Mrs|1964-06-28 00:00:00.000|14|81957|830186|2007-02-22 00:00:00.000|2005-11-06 00:00:00.000|UOYDLT|2004-12-29 00:00:00.000|N|Y|N|N|138|2010-05-19 00:00:00.000|56|2008-05-05 00:00:00.000
810|SAM||PERRY||Mr|2006-01-20 00:00:00.000|29|404607|381765|2007-01-22 00:00:00.000|2010-10-14 00:00:00.000|CxXxWvUuhVn|2010-02-11 00:00:00.000|N|N|Y|Y|88|2011-07-06 00:00:00.000|95|2011-01-02 00:00:00.000
811|VANESSA||DELGADO||Mrs|1952-07-19 00:00:00.000|46|846688|161723|2002-06-01 00:00:00.000|2005-11-02 00:00:00.000|HSXyODDuBEwC|2005-03-05 00:00:00.000|Y|N|N|N|643|2008-02-20 00:00:00.000|442|2008-03-25 00:00:00.000
812|WANDA||REED||Mrs|1953-04-28 00:00:00.000|30|905031|885581|2001-04-10 00:00:00.000|2006-04-27 00:00:00.000|JIoOuEG|2009-08-12 00:00:00.000|N|Y|N|Y|500|2009-02-10 00:00:00.000|355|2011-06-14 00:00:00.000
813|WANDA||BENNETT||Mrs|1902-05-03 00:00:00.000|21|984022|763587|1998-12-20 00:00:00.000|2009-04-30 00:00:00.000|sDMaNkKvGtzWhY|1990-11-29 00:00:00.000|Y|N|N|N|640|2010-06-23 00:00:00.000|205|2011-10-01 00:00:00.000
814|WANDA||KELLY||Mrs|1912-03-27 00:00:00.000|46|398111|471901|2008-10-11 00:00:00.000|2010-02-19 00:00:00.000|ngDNIjVcQuoIJ|1991-05-31 00:00:00.000|Y|Y|N|N|544|2007-03-18 00:00:00.000|606|2011-04-09 00:00:00.000
815|DALE||NGUYEN||Mr|1915-11-29 00:00:00.000|10|261418|657441|1991-03-10 00:00:00.000|2006-06-30 00:00:00.000|aPeigWYGTXOknSKI|1992-10-15 00:00:00.000|N|N|N|N|577|2007-01-25 00:00:00.000|584|2008-03-16 00:00:00.000
816|MARTHA||AGUILAR||Ms|2001-01-12 00:00:00.000|15|401974|822457|2006-02-24 00:00:00.000|1990-11-07 00:00:00.000|cVGpCUmjtyuSNiH|1992-12-06 00:00:00.000|N|Y|N|Y|132|2008-06-28 00:00:00.000|758|2009-11-03 00:00:00.000
817|JEANETTE||AGUILAR||Mrs|2003-06-19 00:00:00.000|4|120449|74390|1994-05-24 00:00:00.000|1994-05-25 00:00:00.000|ZSFw|1990-09-28 00:00:00.000|Y|Y|Y|Y|482|2007-05-19 00:00:00.000|389|2009-10-31 00:00:00.000
818|CINDY||NGUYEN||Mrs|1973-05-13 00:00:00.000|4|741021|639417|1993-02-28 00:00:00.000|2002-08-03 00:00:00.000|IUNeKQwioXpgDiKJ|2005-01-06 00:00:00.000|N|Y|N|N|346|2008-01-13 00:00:00.000|695|2011-11-08 00:00:00.000
819|TROY||NGUYEN||Dr|2000-04-22 00:00:00.000|19|630783|923669|1992-01-23 00:00:00.000|2005-12-20 00:00:00.000|WTQZRjVLTVMZF|2008-10-23 00:00:00.000|N|N|Y|N|806|2007-04-05 00:00:00.000|763|2007-10-18 00:00:00.000
820|JOANN||NGUYEN||Miss|1963-02-07 00:00:00.000|16|209653|891752|2009-10-04 00:00:00.000|2011-09-17 00:00:00.000|eOoYJeOvYB|2010-04-14 00:00:00.000|Y|N|N|Y|835|2009-11-07 00:00:00.000|70|2010-03-13 00:00:00.000
821|BONNIE||SHERMAN||Miss|1924-11-24 00:00:00.000|34|990770|658450|2006-10-17 00:00:00.000|2009-10-29 00:00:00.000|bGmbyX|1997-08-20 00:00:00.000|Y|N|N|N|486|2008-08-20 00:00:00.000|113|2007-09-09 00:00:00.000
822|DORIS||WHEELER||Ms|1964-02-25 00:00:00.000|26|960891|911613|1992-07-16 00:00:00.000|1996-02-23 00:00:00.000|NoPwENYiGJDrb|2002-03-26 00:00:00.000|N|N|N|N|249|2008-06-05 00:00:00.000|806|2008-10-25 00:00:00.000
823|HOWARD||PHILLIPS||Mr|2003-09-20 00:00:00.000|20|299043|340494|1990-07-26 00:00:00.000|2003-07-15 00:00:00.000|aFwnUPLOMw|2011-05-04 00:00:00.000|Y|Y|Y|Y|706|2009-04-30 00:00:00.000|133|2008-05-19 00:00:00.000
824|JONATHAN||RHODES||Mr|1901-10-10 00:00:00.000|38|93207|304648|2001-09-22 00:00:00.000|2005-08-19 00:00:00.000|JnPEiugnSLgv|1994-12-07 00:00:00.000|Y|N|N|N|468|2010-12-13 00:00:00.000|836|2010-11-10 00:00:00.000
825|JOE||SHARP||Mr|2010-05-14 00:00:00.000|40|208389|12382|2004-04-06 00:00:00.000|1992-06-27 00:00:00.000|ovpEKJvpxJqzhf|2011-04-13 00:00:00.000|N|N|Y|N|666|2011-01-12 00:00:00.000|583|2007-03-20 00:00:00.000
826|LOUIS||CHAVEZ||Mr|1921-11-12 00:00:00.000|46|604022|512278|2003-03-26 00:00:00.000|1991-05-05 00:00:00.000|MxWqRnFFBON|2003-01-23 00:00:00.000|N|N|Y|N|146|2007-12-13 00:00:00.000|181|2007-11-09 00:00:00.000
827|NORMAN||CHAVEZ||Mr|1998-09-25 00:00:00.000|10|184710|977940|2007-06-09 00:00:00.000|1990-11-07 00:00:00.000|jevDCvEROVZ|2007-09-05 00:00:00.000|Y|N|Y|Y|234|2008-06-15 00:00:00.000|457|2011-05-22 00:00:00.000
828|ROSE||WHITE||Mrs|2002-10-02 00:00:00.000|47|664707|88278|2009-03-18 00:00:00.000|2003-10-15 00:00:00.000|tnQi|1996-11-02 00:00:00.000|N|Y|N|Y|392|2007-09-02 00:00:00.000|104|2011-01-08 00:00:00.000
829|ROY||CHRISTENSEN||Mr|1970-08-16 00:00:00.000|33|17649|509946|2010-12-15 00:00:00.000|1991-04-14 00:00:00.000|QZrxdt|2007-09-10 00:00:00.000|Y|N|N|N|218|2009-11-09 00:00:00.000|428|2008-10-24 00:00:00.000
830|BRYAN||CHAPMAN||Mr|1971-05-19 00:00:00.000|37|671629|532560|1991-01-13 00:00:00.000|2010-01-23 00:00:00.000|UJLvZm|2009-12-17 00:00:00.000|N|N|Y|N|692|2009-04-24 00:00:00.000|381|2010-09-22 00:00:00.000
831|ERICA||CHAMBERS||Miss|1939-04-01 00:00:00.000|3|894294|673702|1997-04-09 00:00:00.000|1997-10-09 00:00:00.000|yRiBQRNqEfeHH|2004-07-21 00:00:00.000|Y|N|Y|Y|137|2010-12-16 00:00:00.000|493|2009-10-31 00:00:00.000
832|FREDERICK||WHITE||Mr|2001-06-02 00:00:00.000|42|206408|50585|1994-04-15 00:00:00.000|2001-02-20 00:00:00.000|BFgZYvgSjNdonk|1996-12-02 00:00:00.000|N|Y|N|Y|24|2011-09-26 00:00:00.000|338|2008-07-06 00:00:00.000
833|GRACE||THOMPSON||Mrs|1935-02-17 00:00:00.000|48|733089|332414|2002-03-01 00:00:00.000|1999-05-28 00:00:00.000|yGxbBBFlnBcF|2003-08-09 00:00:00.000|N|N|Y|Y|8|2009-01-02 00:00:00.000|95|2010-07-10 00:00:00.000
834|STEPHEN||RHODES||Mr|1936-03-20 00:00:00.000|43|498614|800178|1995-03-10 00:00:00.000|1998-12-12 00:00:00.000|uElKKFFOudFmcg|2002-04-19 00:00:00.000|Y|Y|N|N|429|2010-07-27 00:00:00.000|495|2011-11-24 00:00:00.000
835|RYAN||WHITE||Mr|1993-05-07 00:00:00.000|47|974772|645196|1992-02-15 00:00:00.000|2009-07-18 00:00:00.000|tgEajZaFqZU|1998-10-19 00:00:00.000|N|N|N|Y|682|2010-11-01 00:00:00.000|406|2010-06-17 00:00:00.000
836|EUGENE||THOMAS||Mr|1994-03-02 00:00:00.000|47|842584|23975|1995-04-27 00:00:00.000|1993-05-27 00:00:00.000|IQKZIVdEtWtxO|2007-06-12 00:00:00.000|N|N|N|Y|240|2010-12-29 00:00:00.000|233|2008-12-28 00:00:00.000
837|JUDY||PHILLIPS||Mrs|1911-06-11 00:00:00.000|43|30469|978498|2003-01-25 00:00:00.000|1996-02-24 00:00:00.000|qyzAR|1996-03-26 00:00:00.000|N|N|N|N|651|2011-01-04 00:00:00.000|619|2009-03-17 00:00:00.000
838|LUIS||CHRISTENSEN||Mr|2011-03-11 00:00:00.000|32|286307|253494|2008-12-31 00:00:00.000|2011-08-23 00:00:00.000|rrrk|1999-10-05 00:00:00.000|Y|N|Y|N|503|2011-12-16 00:00:00.000|305|2008-07-01 00:00:00.000
839|SUSAN||CHRISTENSEN|SUE|Dr|1993-08-27 00:00:00.000|17|518089|522622|2009-01-25 00:00:00.000|1996-09-13 00:00:00.000|mvkLnN|1991-04-28 00:00:00.000|N|Y|N|N|201|2008-03-01 00:00:00.000|374|2010-08-18 00:00:00.000
840|BILL||THOMPSON||Mr|1958-12-30 00:00:00.000|49|594334|121206|1998-03-10 00:00:00.000|1996-10-15 00:00:00.000|qTFzWaCtjZ|1992-07-23 00:00:00.000|Y|Y|Y|Y|387|2009-10-26 00:00:00.000|643|2009-09-26 00:00:00.000
841|JILL||PHILLIPS||Mrs|1944-12-25 00:00:00.000|10|263762|920231|1993-08-25 00:00:00.000|1994-12-20 00:00:00.000|tDcqMU|1995-08-08 00:00:00.000|N|N|Y|N|509|2011-07-21 00:00:00.000|411|2008-12-15 00:00:00.000
842|LILLIAN||THOMPSON||Miss|1971-03-02 00:00:00.000|11|236127|926644|2003-06-04 00:00:00.000|2002-11-26 00:00:00.000|ypMtfw|1992-10-31 00:00:00.000|N|N|N|Y|257|2007-07-01 00:00:00.000|409|2010-12-24 00:00:00.000
843|MIGUEL||THOMPSON||Mr|1943-05-15 00:00:00.000|9|821760|334409|2008-06-23 00:00:00.000|2003-07-08 00:00:00.000|PjHuYYrPAArf|2005-05-20 00:00:00.000|Y|N|Y|Y|273|2010-04-06 00:00:00.000|86|2011-01-01 00:00:00.000
844|RICARDO||WHEELER||Mr|1933-02-24 00:00:00.000|40|427697|671244|2000-01-19 00:00:00.000|2009-03-26 00:00:00.000|dUFWqcPOOjok|2007-02-06 00:00:00.000|Y|N|N|Y|344|2010-08-23 00:00:00.000|14|2007-08-04 00:00:00.000
845|TIMOTHY||THOMPSON||Mr|1971-09-26 00:00:00.000|45|962694|601799|2008-06-06 00:00:00.000|2005-06-24 00:00:00.000|bgeimgKK|1991-04-13 00:00:00.000|N|Y|Y|Y|777|2007-03-20 00:00:00.000|185|2011-09-11 00:00:00.000
846|VINCENT||SHELTON||Mr|1947-09-18 00:00:00.000|12|141171|59261|1991-04-24 00:00:00.000|2005-06-30 00:00:00.000|jgGJod|2005-01-15 00:00:00.000|N|Y|N|N|106|2008-06-13 00:00:00.000|586|2011-01-23 00:00:00.000
847|ANGELA||THOMAS||Dr|2011-03-07 00:00:00.000|48|438340|361256|2011-03-14 00:00:00.000|1998-10-06 00:00:00.000|MjwvAEK|2009-03-29 00:00:00.000|Y|N|Y|Y|232|2009-02-21 00:00:00.000|574|2009-01-08 00:00:00.000
848|ANNE||CHAPMAN||Mrs|1976-03-07 00:00:00.000|14|24372|317279|1993-03-16 00:00:00.000|2001-03-17 00:00:00.000|pmHceoihpdPrQ|1991-12-03 00:00:00.000|Y|N|N|Y|198|2007-01-04 00:00:00.000|642|2010-11-07 00:00:00.000
849|EMMA||WHITE||Mrs|1981-03-07 00:00:00.000|3|526179|582009|1993-06-24 00:00:00.000|2011-10-12 00:00:00.000|TYkHMyMvMwPq|2005-07-28 00:00:00.000|Y|N|Y|Y|560|2009-07-11 00:00:00.000|460|2009-03-17 00:00:00.000
